Language,Complexity_Score,Nesting_Depth,Memory_MB,Joules
C,32,3,102.46648308727589,62.497835675234505
C,80,3,429.5989030202653,133.10713980790638
C,54,1,324.595506615601,97.1419430036206
C,99,1,335.11586686294737,129.5237309350003
C,93,2,88.79594519457434,92.86022147046594
C,80,5,119.89196163567429,106.49956026375663
C,33,4,126.25205287343204,76.6234818020393
C,8,3,332.23031722716826,81.72065240362818
C,33,4,259.3188976509924,86.07484082724602
C,30,5,248.503654950133,103.70935933501514
C,8,3,222.85323910011005,73.11343816675446
C,64,1,105.6690640210418,55.91583087013816
C,61,3,290.2820576124997,108.2129565983415
C,46,5,442.91207091046687,144.42571735822605
C,37,5,219.81023267548403,94.33045263174365
C,85,1,165.29178252657604,88.5717107668954
C,18,1,203.39881873664137,49.672458873110095
C,27,2,439.9128052446982,119.64031144011271
C,17,1,76.94445240659412,31.66656588702195
C,42,2,406.9555633927986,125.21807643419847
C,25,5,49.981148396117774,57.902041158644465
C,87,4,293.64379879870376,129.53718522866285
C,32,3,238.14302888490548,72.57886902674159
C,58,2,24.94512247013422,52.67545672582971
C,52,2,413.0742747232325,110.57911125826337
C,97,5,143.05602875167352,113.86730480579422
C,5,4,422.59130675587085,105.96364814803182
C,99,4,75.0452568990552,89.10418666300184
C,30,3,399.6412354366648,107.48367646302981
C,55,2,22.42186427357418,43.52740307577609
C,62,1,347.36495137502953,92.83659126376018
C,48,1,333.4967145916883,91.67331492133344
C,1,5,371.56948918092655,120.52033010879506
C,67,4,287.3582331420974,127.14416430478903
C,51,5,68.88067742476467,74.23814864361613
C,47,1,162.59252160173415,61.46210240489727
C,62,4,95.91183224577588,78.2358658647295
C,94,5,205.26731985471298,135.8332323740365
C,10,5,444.4733897760433,123.02082601351823
C,69,5,89.83786926990055,96.46897500864323
C,24,2,22.990542165394686,33.80326738120992
C,24,4,200.20326384119574,79.93598016141179
C,33,1,407.49004660064145,102.09093759935776
C,65,1,329.2275382103161,110.66436697996753
C,43,4,144.24095238735555,76.57591168175807
C,35,1,331.30409133656366,78.72096241458942
C,93,2,343.99069779666695,116.96785497620712
C,7,4,349.5162757590503,91.17723214917132
C,75,5,29.201300071066665,86.6444839979279
C,36,2,217.5007617309781,73.54258179541789
C,24,3,495.3475195803299,109.23762656143018
C,96,5,126.91246129726669,103.477209397227
C,55,5,372.5552926192135,128.89448509076655
C,62,4,414.9641583927934,125.75521160072351
C,86,5,448.8063819631382,169.3425481121993
C,52,3,251.58257230818444,95.50679558273808
C,16,5,54.93503215665573,60.60739943188301
C,85,4,473.6353260120282,186.30895942389262
C,16,1,65.59765498854952,28.746077567915318
C,75,2,484.6394525473261,160.3116749916178
C,9,2,420.11229837631316,95.9419867118098
C,46,5,119.06244460980496,84.5863845864998
C,9,2,447.02948530062054,100.72705059449335
C,38,3,294.83965444112334,88.52877287948992
C,65,4,125.97574490421859,89.57825020356368
C,36,4,50.91535118234769,62.37489200816253
C,61,4,283.61808237054447,121.48147565901812
C,39,3,134.304265197838,67.3620634712095
C,92,2,373.0771918462275,138.77150479584984
C,39,1,343.7093192774854,94.22532541730997
C,92,1,193.686583966615,97.45466329399486
C,38,5,481.97904432589957,141.07945245858824
C,44,5,485.24062508674314,151.38127652153463
C,36,3,350.7514503222573,105.52819887247061
C,57,2,91.44556163553393,59.724528052482476
C,1,5,351.4932773732693,94.45973340277207
C,3,1,458.4746274178621,86.05670751665991
C,8,2,102.17936826464305,37.171004405633056
C,90,2,122.40342539542533,81.69747982728931
C,100,3,352.0992398696751,127.68477277374706
C,17,1,161.6685319803006,47.78808845177321
C,29,5,456.3543204019828,144.80556704771877
C,6,2,214.15313829185482,59.95253690557177
C,10,2,280.2780575465943,71.70038952298853
C,5,1,391.0251190302605,82.55709576989605
C,11,5,377.2933669882753,111.35530498898206
C,89,3,422.63827233649727,146.3420655634167
C,99,1,16.69926276522867,70.58410754470809
C,55,4,408.321494473738,147.94337731527628
C,37,2,426.3272214319316,114.54051877557211
C,17,5,230.76662630194582,79.92030741113304
C,32,2,185.49973183609185,68.46354723896033
C,72,2,254.10094145648753,109.29660479319993
C,50,4,410.02901025440053,130.46360471229005
C,5,3,207.70660444407454,65.4669062640105
C,66,3,114.35243913936625,86.98870663266445
C,38,4,490.42673529526513,154.86767471207128
C,79,3,54.59102461515184,82.53408733564982
C,98,4,278.24869038056465,142.1075820437342
C,30,2,432.55821728590513,108.56757987778124
C,5,5,82.0660056552286,54.96519317866295
C,84,5,490.2159618898838,181.52418679030853
C,53,2,171.08828904087903,68.10236790371093
C,23,3,78.02531459821097,51.50065371645742
C,8,4,99.12124135558096,54.974894256865554
C,67,3,337.10329187530334,117.58619533594245
C,50,5,104.22161921624868,78.97846348847993
C,21,1,271.8675168289363,65.32573353809273
C,12,2,448.1664588190036,99.58780058504512
C,27,1,55.22238725208558,30.439572413122313
C,47,1,347.0145113770807,87.58961818897905
C,48,5,11.271561947986815,66.12116726174696
C,36,1,51.41333376353415,37.010196519266515
C,47,2,382.378150379417,109.95165705317922
C,78,2,376.2607596855407,130.69711270227137
C,18,2,183.53186868863148,59.19801184673486
C,15,1,371.32855098597133,84.09180750475134
C,17,2,272.31442636760653,66.73627215028532
C,25,1,178.03416349634753,45.17553786855221
C,18,4,273.18220549108844,86.63466253389444
C,34,1,286.5846858360942,69.49214352804866
C,52,2,307.7020589238507,91.11590638963236
C,59,3,493.39247190856,129.6865165948854
C,22,5,84.9009782003227,67.4390429158834
C,4,3,53.064936024670494,36.16375112245442
C,79,1,250.4669018368044,97.01015963166707
C,51,1,362.04406270991126,88.40704669600149
C,45,4,110.48800447323497,88.30917918863881
C,26,4,218.46385492204422,74.09643892872462
C,47,1,309.20382079639995,89.30627947163717
C,64,5,257.99093861608003,117.48741998663179
C,3,1,190.9229359398491,44.968608351895156
C,10,5,41.053735531656194,48.266362079153915
C,73,1,67.18107142942384,62.92194887042429
C,15,3,180.9454506060677,64.07249134099024
C,76,3,42.58317100972097,72.41529693630658
C,40,4,422.4961006115533,131.07538298439727
C,14,4,90.19141200419521,52.37944900631092
C,85,5,409.14161291337723,161.09828034234198
C,4,1,439.82826499842304,101.77981599079791
C,89,2,410.13372534107276,118.1180206148181
C,51,5,157.67515834042962,87.30315233807933
C,23,1,123.78422062194048,41.72075573948809
C,78,5,454.171334372628,171.49354162361797
C,51,3,221.44879013685687,98.09846023675881
C,42,4,399.072342742445,117.22959471722076
C,29,1,271.39593506839753,73.22170957558731
C,38,1,162.74381321981863,58.69634310078304
C,27,1,26.430893020531897,29.972395973006936
C,74,1,60.42885506463106,60.73976873721623
C,13,4,233.93010744802237,79.56342521049277
C,8,5,248.31516617784783,101.78564433316933
C,68,4,388.2221704931401,137.54199357842197
C,36,4,360.92774661914655,113.68164045179343
C,27,5,415.1314256264484,126.07764357851332
C,6,2,474.1688364097895,106.0187642030438
C,12,2,297.25261768823066,87.96372602184381
C,60,3,466.73795841697006,140.77479343333613
C,100,4,397.1414721908025,149.8840714514728
C,9,3,370.8576754561142,102.78917428807912
C,40,1,463.5285713243204,105.11186151731619
C,21,2,421.0600623585077,101.43969174342105
C,54,1,172.7517422009201,63.253440602302014
C,15,5,195.85979220891892,76.86840124412979
C,53,1,110.73410610406238,58.46475814926605
C,35,4,273.3238454395822,107.53691087256287
C,75,2,238.19305993621848,104.95694458336946
C,43,3,231.69536290501978,87.61844657309075
C,51,1,254.20020864234507,85.88444051047408
C,49,5,294.4882916362413,116.16527161354213
C,22,2,16.41628372828348,27.914916231065362
C,84,1,82.84473659902535,71.09353451210816
C,86,4,272.1841622774927,121.1805531508573
C,96,5,204.68587657422296,119.03945468092067
C,51,3,401.893190816392,119.03668619725556
C,49,5,195.08571424568296,84.76135710840423
C,16,3,42.19723331989266,38.20127931671355
C,66,4,245.7330947099171,122.1687072367785
C,94,3,86.06772050604913,91.51195080476934
C,3,2,142.66488984034135,41.57462497588883
C,34,4,402.3673880281993,118.94862215810876
C,57,3,123.22665032815499,81.48220982513956
C,59,5,301.5740000532061,131.29961705123725
C,51,1,282.7935765438494,75.0714631572508
C,8,2,404.6043340053735,92.31271158081724
C,46,3,481.6981660918886,135.08536289586817
C,37,5,209.1322310540258,91.46009204988347
C,74,1,111.8642650215534,67.10562595763034
C,19,5,439.457597178894,139.21330145925992
C,1,5,177.49050233195922,74.69361949307334
C,2,3,299.24452183225577,81.56531592474363
C,38,1,223.70199927630517,61.87445319559947
C,44,3,474.74212041145677,127.11267104095688
C,74,3,448.3305911781048,147.91999070131317
C,96,1,247.54139990366963,117.34597944700633
C,66,5,207.24952136252045,111.78698288938755
C,73,3,216.63492793110808,109.49242220465334
C,70,2,269.53422254098973,110.23863972806461
C,42,4,254.06446922039282,97.80289102760085
C,76,5,15.387956042655434,78.16766318406708
C,85,3,451.0091345055715,153.12769238398488
C,12,5,335.8679705276652,111.74848753548308
C,71,2,458.0618535032303,118.91143426921481
C,46,2,91.47885069047891,51.6816231995087
C,65,3,54.26511068302786,66.94641272679314
C,36,1,363.5511019497338,100.5785774383933
C,99,2,204.3581927955066,93.18515462747041
C,20,3,301.5881860431249,87.02454360770948
C,81,3,302.4529959692757,131.2654282564972
C,73,1,182.25467895576722,76.49561660653737
C,1,1,355.413519347587,67.26157667154098
C,35,3,48.105018598688964,58.53501177671582
C,44,3,143.3511172426817,63.55625642127491
C,44,3,459.48365197649895,139.77119924091147
C,61,1,475.6163033721932,114.9632460373011
C,62,3,368.790194340685,121.03454499319649
C,21,1,332.8038496882515,83.5636376794911
C,25,2,249.81823218513884,76.08674730393047
C,15,3,493.957323918357,123.26095615143636
C,23,2,288.29316297078844,80.69917310029962
C,7,5,368.201599014558,106.17391572187962
C,59,5,242.36496616215726,112.35105602594932
C,94,4,423.8292052821845,168.36597024285092
C,17,3,284.73182506172185,80.09983388783625
C,45,2,443.64919469640773,98.43002828770359
C,87,4,290.4896021223982,141.96409758637347
C,4,5,334.2110357894653,100.87361573777423
C,42,4,124.15014262928055,84.49690993477331
C,55,3,436.34844821145566,137.84921279707012
C,99,3,498.98771416133536,167.31665551498736
C,29,1,206.94614766852865,70.46837404338036
C,56,4,492.2008999076546,145.6016937989297
C,10,1,174.8215272759268,49.8769943501647
C,49,3,238.98227560344975,93.55730131555616
C,30,2,155.19097902343515,51.389488769093944
C,88,4,116.94440505388144,91.04470742694845
C,37,5,136.9014992848887,84.07450501314993
C,63,3,452.82474391588255,139.1467336315196
C,98,1,374.24288321787583,127.41900840628345
C,93,5,417.01483369780607,156.1558669470052
C,74,3,96.49873568269905,77.0553320947794
C,3,5,38.34291151606422,44.261076541465464
C,47,1,263.9475796714322,84.4347015960846
C,35,2,250.681307025627,93.0063896565903
C,17,3,409.7582312454027,100.39324389745587
C,89,1,448.51150620164157,130.4253870905095
C,98,3,439.95582268888637,148.9178947663371
C,9,3,478.26923413257913,110.45712942185062
C,76,2,406.66287661519027,135.99203922350665
C,59,2,210.14207440464236,97.2750675204483
C,79,3,364.4758557074066,123.81181254401649
C,60,5,448.295166174353,151.10551875132322
C,77,1,40.14334285722518,57.24868538113521
C,58,3,180.4265118720746,93.14346645480221
C,98,3,433.6015113506008,156.14956688033584
C,80,4,426.78504725617853,169.09971097749454
C,59,1,173.66435058516657,72.79373725786094
C,60,5,441.62667200747495,143.38319444080753
C,58,1,24.33116868693398,43.26746485277863
C,53,2,410.80384181834046,119.30751905525364
C,78,5,258.6591895428097,128.6569717512326
C,17,2,320.66279451880956,82.33607407329231
C,88,5,392.12424362406034,159.4024246396018
C,74,1,481.86608189090737,131.14465717232275
C,63,4,319.98472763563456,123.74945063310379
C,68,3,91.52501759681344,78.55849810258235
C,12,1,295.2635254863739,72.87290198808576
C,82,2,495.17270264781706,133.31960790705946
C,47,5,228.51957043505752,112.5555733796191
C,76,5,20.840540249208654,93.08216144000981
C,6,3,133.7292873473073,52.239207519649945
C,99,5,428.56278948616733,168.52280579534502
C,15,5,349.9042906329294,117.27152683301946
C,27,3,475.92314550270106,134.30143157616388
C,56,4,368.3223328171059,110.6675415322587
C,58,4,364.96710958091734,122.53282337075504
C,34,5,108.1759803388692,77.80514709262792
C,18,4,241.872854278863,87.46632766233448
C,72,4,100.90750269452936,89.8688612136124
C,79,3,423.943781777275,146.80831681317713
C,71,3,400.43093565337347,138.43394673677906
C,3,4,400.3032725783264,101.84032053895731
C,25,1,307.5801596487089,78.57464501494077
C,48,1,88.80447984831314,44.36851380735062
C,86,5,141.80676817319787,105.42431253874476
C,77,1,15.694064554969312,56.3465142883228
C,18,2,245.1700290113905,61.376961285780936
C,45,1,431.45997462271026,115.76334647019232
C,41,3,245.44840415633618,87.58596467446968
C,46,4,354.2078355666109,115.696388139684
C,74,2,169.96604103955602,81.00042127566242
C,77,1,414.01188297944856,124.70001079893626
C,26,2,488.958529294245,122.50339524282995
C,15,2,30.17991268684312,26.71724900537466
C,44,1,476.2594874341102,131.41442857183898
C,95,1,357.43965453094904,136.10346675982186
C,8,2,316.39928350483444,79.12074766459743
C,7,3,448.46016146965854,116.87631713774275
C,4,2,394.07795117524233,84.55763473578122
C,60,2,224.9175360798738,88.33585182028516
C,82,4,131.08058466497175,91.56774172856389
C,53,3,89.2195466319333,65.200821381184
C,70,2,330.0988794262918,116.91727644333704
C,59,3,49.94797988068908,55.00053370979019
C,35,5,45.377220399796165,69.8758891698102
C,31,2,373.92619538799073,98.5865674857318
C,20,5,179.50814634801182,71.97663315970638
C,98,4,437.9773866600137,185.53874797228832
C,34,4,216.64325416799315,91.70020346721134
C,12,3,315.2536259461066,76.37280371965343
C,40,5,369.2253809834877,129.50179696889973
C,94,2,126.39622921270005,85.15830907251373
C,78,2,98.67870682764999,75.5268238814855
C,62,4,208.46019154935755,109.96515776977887
C,14,1,334.68442671407695,76.8596561503314
C,89,1,205.53251360718443,88.7779369331745
C,35,5,14.424898023479624,66.47836101877067
C,36,5,126.14364998308473,88.61711213840567
C,31,3,443.0177381337688,103.2712542156959
C,93,2,338.00129671508705,121.14308326121534
C,1,5,131.86999356793865,68.27747786220183
C,64,4,195.88570906198765,106.4383229012179
C,37,5,271.42084339685084,111.98820061422971
C,56,4,433.4659270603428,148.25291191935722
C,6,4,274.5538613560841,80.8573753027958
C,26,5,323.6014537500877,106.57399930494172
C,35,5,467.59875858867343,141.69345327839403
C,78,4,82.68816847142354,75.50518504067585
C,53,2,482.9081612536623,139.48090632178213
C,95,3,249.5348243258909,122.56867718494492
C,44,4,71.61334078525792,67.39029148327414
C,8,2,102.29105104514471,38.13157473399726
C,8,5,227.43760745923987,81.73305666364536
C,34,1,420.67649192757403,103.47304855519407
C,90,3,344.79153386192644,156.61702520613642
C,8,1,24.889659251450063,16.314072393301515
C,72,1,347.86810800546493,101.44735798582795
C,80,5,336.81604332554457,148.7767998273962
C,90,4,88.05084816897451,84.58015179723503
C,33,1,496.73509930572794,122.5610053600718
C,13,1,54.336030690654866,23.396985597232156
C,98,5,384.94352363233446,157.01497349760686
C,4,3,405.8445115512167,102.68874667290416
C,83,5,410.7387659257606,164.0696808234118
C,88,1,170.90680166368972,94.78080083937137
C,15,5,196.40565507407086,90.10919755871736
C,93,1,302.2778827428566,96.03475460683191
C,90,3,305.68981075687515,142.7473291787767
C,78,2,382.07872068220433,154.53459379290322
C,72,2,244.79912003856816,98.89194185245688
C,93,2,63.369987504898404,78.04307703191088
C,79,4,243.58078277016799,107.59456635622965
C,43,2,360.59054447864446,113.11594471439135
C,80,5,450.0349689854936,163.49435566930225
C,25,4,464.24692695019024,120.59510593065626
C,68,5,149.5877219613422,99.82519265349531
C,27,5,403.4826899380051,108.24907551643958
C,36,2,205.95355133403655,73.86814042011586
C,77,4,413.3552676418735,135.87878288027696
C,74,5,100.44671347314616,96.70612016059837
C,63,1,287.9829876181627,103.18064878287274
C,1,4,31.27214109886139,35.98868061783262
C,47,3,11.266167274041369,51.250699632619956
C,92,1,398.934486686453,150.3728857661546
C,15,2,95.63898698541482,42.56039726391976
C,24,1,126.06657389749621,42.62124327993873
C,37,4,144.6549574185867,74.81075143646548
C,74,1,56.812303778987406,63.52927391446802
C,36,2,231.36616258124226,70.09081639574775
C,99,4,432.77056799618197,165.86963155556816
C,21,1,97.43852296160834,33.86532283954848
C,71,3,123.65407709682795,79.46621801722986
C,78,5,301.2934042412248,137.59565614979022
C,35,5,341.16221009281423,118.14196242849584
C,42,5,361.62290517250636,130.69829131047618
C,39,5,48.91549080460344,75.47800514273416
C,97,4,104.01498911218403,94.20753224598087
C,41,4,226.78086887552806,88.72155201248354
C,60,2,338.10528190564133,110.35377226572275
C,8,2,343.26464624069115,77.7670303225778
C,44,5,233.86073599138064,92.89946196510068
C,35,2,228.71265208684466,68.39871885910657
C,8,4,53.49602311280655,44.36982151308486
C,47,1,93.53418970521959,51.51394439323913
C,62,1,412.68515751153257,115.72093838405743
C,30,5,68.71621098864671,68.15111177767747
C,5,4,464.2304742829047,126.18828904784687
C,21,4,315.5569871213523,99.32591033004861
C,82,1,308.15834220329776,98.70205389017931
C,14,4,158.532894413211,66.35114922025282
C,66,1,52.944945914280886,53.65556638100262
C,75,3,204.52094336639888,105.54833760762634
C,23,2,304.29122334670245,87.24764797494507
C,43,4,427.1982292950969,130.83140417853724
C,12,1,67.01953496388329,25.360267447306686
C,88,2,435.3477781526507,153.33626776146616
C,6,3,397.1149137904601,93.82735499434897
C,21,3,95.02701234338925,50.30851364102188
C,2,3,179.5888660035149,56.12383448766412
C,25,2,74.93708964350573,42.74278656033595
C,54,1,462.1510233515632,141.15896166233972
C,54,5,165.59040945960115,94.96818936233872
C,99,1,414.34837603362837,128.8912827189132
C,21,2,257.9927018749079,74.78481799643619
C,79,4,49.183043236057955,79.92891333629825
C,92,5,468.86009520299365,176.1376764358839
C,20,2,146.09878563713795,52.477358327996114
C,23,3,199.36581216798209,69.88868625549232
C,5,3,103.97340324001168,43.72184260674924
C,50,5,313.553898189718,108.85613352459814
C,79,1,220.86521697937138,86.20321075840799
C,7,4,312.84532040072116,95.55495863516812
C,4,1,123.99631389571368,30.69059949622865
C,36,4,425.5277837722067,121.90629821051198
C,50,5,444.4360654678287,131.12481730365525
C,7,3,212.92357873917425,63.658655432038806
C,14,5,199.6685925644591,79.81881110950158
C,79,5,382.54201332984616,138.83364072112303
C,58,5,115.44891728844638,90.08415929520095
C,99,1,278.50014959710956,116.62491740867023
C,63,5,423.7349705424118,148.13861252895327
C,68,2,169.0912041761294,77.42481659978738
C,82,3,194.18525972142697,96.27324370513169
C,21,2,447.12149758071484,89.97675369290492
C,64,1,332.75915164164735,101.1760604640341
C,58,4,392.77350765559044,129.07434418059873
C,28,3,252.77153069588107,77.86031220000592
C,49,1,42.65949987473808,35.75340674425541
C,88,5,83.58281040035041,101.57129614879288
C,8,5,28.630705636352907,52.72578275545163
C,87,3,332.9274117598036,129.15512274156174
C,17,5,259.2038518293134,94.12314190125569
C,58,4,181.35458257546628,99.04586722524493
C,28,3,95.31357431370132,59.518605086789144
C,5,5,333.5483326536557,94.80091461173973
C,38,4,450.46140376305533,140.10944471858676
C,8,1,488.2355163034083,93.7658280406912
C,41,1,269.8480452920876,73.77695056353873
C,62,2,167.8855966878679,78.91370229466023
C,2,5,295.3871025215508,84.91529462104245
C,95,4,86.75283411716607,92.18611797594323
C,59,4,200.43987132862503,99.92031414871266
C,22,4,127.93942879792743,64.12039377093463
C,46,1,326.44729820105096,89.78635192107303
C,99,2,409.81400009462243,141.54109869828798
C,13,5,489.41466661229197,135.37040815593406
C,46,4,36.3905214290328,66.72013272610678
C,89,4,31.15513054053572,79.82626627775889
C,82,2,74.54709899273533,77.70081608458094
C,95,3,83.83129277783992,93.47398148048646
C,44,5,212.5740601546781,105.58538919590423
C,3,3,84.26899207796005,41.66382810730904
C,30,4,321.7827634498316,99.87164714503687
C,58,1,373.4389101413357,110.18714736799336
C,3,1,146.17202765194523,36.069166685619756
C,98,3,162.35517570370155,104.16420174032352
C,21,3,102.13211996155391,56.825855574352325
C,36,2,382.88547241376597,99.29214348563977
C,54,4,375.4095535383037,114.35671497488372
C,95,3,498.2038254373512,151.69322722363836
C,4,5,325.24893815677433,93.58571621780034
C,26,5,334.8905822052412,117.35057967607588
C,54,5,24.24497636853733,69.59045134594145
C,45,4,207.14029109641243,89.38207571339409
C,71,4,259.9537591244243,111.48159531795933
C,58,4,284.72344626392373,115.55365915720594
C,24,2,303.6907931748376,81.08733829869017
C,19,1,321.8804190140855,76.23692260875521
C,83,5,375.50335231870054,151.60124369507275
C,45,4,69.96461108933718,73.50281255523805
C,55,1,53.414210543012445,48.95620458201895
C,47,3,369.4717567207331,103.87681437948017
C,45,1,216.41154611409527,77.29005882100185
C,91,4,198.07814644719156,120.41864135222418
C,9,2,298.00698682247713,71.07300456624623
C,50,3,22.83638718071175,49.86973165928571
C,94,5,351.8586074848368,146.3052114922524
C,64,5,245.64394036900413,106.26918144538143
C,21,2,469.3031141657736,118.09073332260799
C,39,2,455.6011940841141,130.29955917798688
C,24,1,13.444309868673386,22.676165068300765
C,84,1,478.7411643308944,130.0889997941395
C,30,4,31.851505102751155,55.473985686284166
C,10,2,423.9468237801505,92.11644793574268
C,70,4,86.6270841576895,90.29169905508893
C,21,4,164.4428653377059,81.27655234432477
C,91,2,368.899878600664,121.66963313828957
C,48,5,35.606360850151646,70.98876022963493
C,14,1,252.29575433459556,57.05873266493456
C,49,3,161.26238425286567,81.8326555965245
C,85,4,181.2581223225412,103.75217007916685
C,71,1,266.46154657343953,89.15251673693771
C,61,5,431.46844974122314,145.63773591447136
C,86,1,276.3337264978966,105.6546859894242
C,70,2,247.50118069372303,101.0465472352934
C,98,3,328.97699890396757,144.19701285028157
C,86,4,40.51382188212395,92.86612808964584
C,10,3,35.45872300159152,34.51978821150015
C,63,1,108.66825324662744,58.647458485887576
C,68,4,264.4990711569293,110.90047125482236
C,85,4,436.58342827254336,152.1620214979935
C,58,4,388.2861133918953,117.3704320631142
C,63,2,41.9502497176411,60.73708109321097
C,97,2,253.9281289368022,113.4356114616474
C,6,4,231.33144142352452,70.67298303366312
C,69,3,105.84854379181236,78.36031381430186
C,12,2,56.077691172790516,34.51297968311578
C,85,1,204.0255316046029,86.47031847328418
C,48,2,87.39786318932052,61.061136018130725
C,7,3,187.91936095066512,62.94026332717964
C,27,2,92.7385612720662,54.83022596835349
C,8,5,368.9912650034081,109.70452268906861
C,48,3,163.44937746046836,73.60958735837491
C,1,5,492.21405632788395,136.77622809260734
C,21,5,168.27548720924477,74.55267917826475
C,69,1,55.58493836541333,56.86652706776814
C,68,1,413.24963864852816,114.90959215398287
C,99,5,175.0518459119406,112.5943197485283
C,9,4,459.92191981515987,120.09289508569503
C,11,2,412.6020798781311,92.4570115739169
C,73,5,134.6177707773752,102.83816498781218
C,30,2,129.72657098536843,55.28383795607575
C,28,2,59.31236447653133,39.4508420552941
C,41,3,230.6719796636522,84.0820754417799
C,58,3,329.0623165920203,101.55319288613634
C,69,4,240.93071202510063,121.0099125344168
C,15,3,320.7296477649111,90.78808267290309
C,66,3,346.30032637618774,114.4347829026669
C,28,1,331.0883807489125,81.20089922023169
C,58,1,115.6096357077526,57.70546873031799
C,15,5,26.262783735588847,54.11205960177092
C,14,4,436.8901963088955,105.61687438540002
C,39,1,396.33919819411636,91.781731436462
C,97,3,10.09231578272513,82.20205885732422
C,59,3,200.98209983898113,82.7470718852903
C,72,3,212.25295334035275,96.23835631684543
C,78,3,217.04872987285287,102.8463438545857
C,48,1,153.18693292632992,63.288221704417786
C,51,3,379.4413327624241,126.24263483343105
C,19,4,65.16439130184914,50.25557864288304
C,38,5,274.94225355600605,106.20192967023603
C,64,1,239.69630307760787,83.74622934800331
C,89,3,46.37802776430936,83.9617708352562
C,41,4,41.600722912092095,56.31491833506209
C,92,2,337.2242947809392,134.27912702400505
C,55,5,420.694569940443,145.6288062666657
C,48,4,295.5753491909099,103.97375851290457
C,20,5,303.4994690068332,103.39024940930575
C,33,5,55.990069563444536,66.94818644088716
C,81,2,440.699661138311,145.116348412205
C,65,5,350.2807235040473,125.61053604673513
C,19,2,90.7640909199134,41.46595452605576
C,22,5,319.34070101507444,119.37399655155227
C,4,4,61.07015337609036,45.436438152847415
C,22,4,248.95686362441955,89.49321580308924
C,34,3,374.3610189265143,109.674497086297
C,1,1,11.431305984467384,10.182760213870717
C,27,3,145.63901081773983,61.475725327476155
C,65,1,172.36003348049488,66.9630290486768
C,35,5,242.40132601131765,99.7982760421177
C,49,5,273.1336692921656,115.9834220073038
C,97,2,236.79745795776682,113.21645839839246
C,49,2,153.8095233719796,68.85514689584956
C,37,1,312.3625928977226,88.02628344078266
C,88,5,179.15933997282912,127.04769890184558
C,13,3,31.97824833154864,35.458904042336556
C,11,5,465.4190802918259,124.03154842004753
C,19,4,442.3066924864753,110.6225404328423
C,61,5,136.5048945536729,87.60088212218234
C,90,4,412.387158449611,164.80522469790378
C,8,1,321.8366713898694,70.53873457485243
C,82,2,66.09894265229352,68.89944869558444
C,94,1,233.55588938821558,94.94592984662907
C,28,4,451.157421356393,123.88857603654327
C,76,2,167.32973757265455,83.7171901618881
C,29,1,326.7605441610574,90.93842790691858
C,51,3,303.3592771363577,96.75759013534284
C,73,1,85.6175669887089,63.09119284828461
C,3,4,322.55977540518063,91.02895568330447
C,3,2,15.736239258142993,21.782722145422408
C,12,3,229.93800512060704,69.57047252232182
